,stock,material,descripcion,tipoMaterial,umb,mat,sm,grupo,jerarquia,numerofab,fabricante,extension,creado,modificado
4376,71000279877,91000005464,AMMETER,HERS,ST,,,41113601,,50-112-121CAND,GE-ELEC,,2016-04-27,
4377,71000279885,91000005465,AMMETER,HERS,ST,,,41113601,,105141LSVB2,GE-ELEC,,2016-04-27,
4378,71000279893,91000005466,AMMETER,HERS,ST,,,41113601,,50103131LSSJ,GE-ELEC,,2016-04-27,
4379,71000279901,91000005467,"COIL, ELECTRICAL",HERS,ST,,,39121010,,366A803616,GE-ELEC,,2016-04-27,
4380,71000279919,91000005468,"METER, TIME TOTALIZING",HERS,ST,,,261017,,50-240311AAAB1,GE-ELEC,,2016-04-27,
4381,71000279935,91000005469,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,12CFD22A2A,GE-ELEC,,2016-04-27,2022-11-01
4382,71000279950,91000005470,"RELAY, HYBRID",HERS,ST,,,391215,,12IAC77A803A,GE-ELEC,,2016-04-27,
4383,71000279968,91000005471,"RELAY, HYBRID",HERS,ST,,,391215,,12IAV51A1A,GE-ELEC,,2016-04-27,
4384,71000279976,91000005472,"RELAY, HYBRID",HERS,ST,,,391215,,12ICC51B1A,GE-ELEC,,2016-04-27,
4385,71000280008,91000005475,SHUNT TRIP,HERS,ST,,,261017,,50-140031NDAA,GE-ELEC,,2016-04-27,2022-11-04
4386,71000280016,91000005476,SWITCH ASSEMBLY,HERS,ST,,,40141607,,16SB1HB801LRM2V,GE-ELEC,,2016-04-27,
4387,71000280032,91000005478,SWITCH ASSEMBLY,HERS,ST,,,40141607,,16SB1BB438SKM2Y,GE-ELEC,,2016-04-27,
4388,71000280073,91000005481,SWITCH ASSEMBLY,HERS,ST,,,40141607,,16SB1LB6A20LSM2P,GE-ELEC,,2016-04-27,
4389,71000280081,91000005482,VOLTMETER,HERS,ST,,,26111701,,156.5V.AC,GE-ELEC,,2016-04-27,
4390,71000280099,91000005483,VOLTMETER,HERS,ST,,,26111701,,105031PZVJ2AAM,GE-ELEC,,2016-04-27,
4391,71000280107,91000005484,VOLTMETER,HERS,ST,,,26111701,,112011PBPB,GE-ELEC,,2016-04-27,
4392,71000280115,91000005485,WATTMETER,HERS,ST,,,261017,,50-112-22,GE-ELEC,,2016-04-27,
4393,71000280123,91000005486,WATTMETER,HERS,ST,,,261017,,50-112-22A,GE-ELEC,,2016-04-27,
4394,71000280156,91000005487,PRINTED CIRCUIT BOARD,HERS,ST,,,321016,,R-10975,ROCH-INS,,2016-04-27,2022-11-01
4395,71000280180,91000005489,POWER SUPPLY,HERS,ST,,,39121004,,C-1018-472,ROCH-INS,,2016-04-27,
4396,71000280214,91000005492,POWER SUPPLY,HERS,ST,,,39121004,,A-1020-415,ROCH-INS,,2016-04-27,
4397,71000280271,91000005497,"SWITCH, PRESSURE",HERS,ST,,,411124,,9361,UNITED-E,,2016-04-27,
4398,71000280297,91000005498,"SWITCH, PRESSURE",HERS,ST,,,411124,,J302-452,UNITED-E,,2016-04-27,
4399,71000280313,91000005499,"COIL, ELECTRICAL",HERS,ST,,,39121010,,1253C48G01,WESTING,,2016-04-27,
4400,71000280321,91000005500,"RELAY, THERMAL",HERS,ST,,,391215,,290B038A09,WESTING,,2016-04-27,
4401,71000280412,91000005506,"TRANSFORMER, POTENTIAL",HERS,ST,,,39121001,,388A328G01,ELECTRIC,,2016-04-27,2022-11-01
4402,71000280420,91000005507,"TRANSFORMER, POTENTIAL",HERS,ST,,,39121001,,388A724G01,ELECTRIC,,2016-04-27,2022-11-01
4403,71000280438,91000005508,"TRANSFORMER, POTENTIAL",HERS,ST,,,39121001,,388A751G01,ELECTRIC,,2016-04-27,2022-11-01
4404,71000280446,91000005509,PRINTED CIRCUIT BOARD,HERS,ST,,,321016,,3S7932MA215A1G20,GE-ELEC,,2016-04-27,2022-11-01
4405,71000280487,91000005511,"SEMICONDUCTOR DEVICE, DIODE",HERS,ST,,,321115,,68A7233P07BN,GE-ELEC,,2016-04-27,
4406,71000280495,91000005512,"SEMICONDUCTOR DEVICE, DIODE",HERS,ST,,,321115,,68A7233P14BN,GE-ELEC,,2016-04-27,
4407,71000280503,91000005513,"SEMICONDUCTOR DEVICE, DIODE",HERS,ST,,,321115,,68A7233P24BN,GE-ELEC,,2016-04-27,
4408,71000280511,91000005514,"SEMICONDUCTOR DEVICE, DIODE",HERS,ST,,,321115,,167A8419P7,GE-ELEC,,2016-04-27,
4409,71000280529,91000005515,"SEMICONDUCTOR DEVICE, DIODE",HERS,ST,,,321115,,167A8419P8,GE-ELEC,,2016-04-27,
4410,71000280537,91000005516,"RESISTOR, FIXED, COMPOSITION",HERS,ST,,,321216,,A10B51000CA/X101AB,GE-ELEC,,2016-04-27,2022-11-01
4411,71000280545,91000005517,"RESISTOR, FIXED, COMPOSITION",HERS,ST,,,321216,,A20C15CA/X101AB,GE-ELEC,,2016-04-27,2022-11-01
4412,71000280552,91000005518,"RESISTOR, FIXED, COMPOSITION",HERS,ST,,,321216,,A20C1800CA/X101AB,GE-ELEC,,2016-04-27,2022-11-01
4413,71000280560,91000005519,"RESISTOR, FIXED, COMPOSITION",HERS,ST,,,321216,,A20C330CA/X101AB,GE-ELEC,,2016-04-27,2022-11-01
4414,71000280578,91000005520,"RESISTOR, FIXED, COMPOSITION",HERS,ST,,,321216,,A20C5600CA/X101AB,GE-ELEC,,2016-04-27,2022-11-01
4415,71000280586,91000005521,"PANEL, CONTROL",HERS,ST,,,39121103,,3S7930NA145G1,GE-ELEC,,2016-04-27,
4416,71000280594,91000005522,"INDICATOR, ELECTRICAL POTENTIAL",HERS,ST,,,261017,,573A381P8A,GE-ELEC,,2016-04-27,2022-11-04
4417,71000280602,91000005523,"REGULATOR, VOLTAGE",HERS,ST,,,261017,,3S7930SA210G04,GE-ELEC,,2016-04-27,
4418,71000280636,91000005526,RHEOSTAT,HERS,ST,,,39122315,,573A384P13A,GE-ELEC,,2016-04-27,
4419,71000280644,91000005527,RHEOSTAT,HERS,ST,,,39122315,,573A384P15A,GE-ELEC,,2016-04-27,
4420,71000280651,91000005528,RHEOSTAT,HERS,ST,,,39122315,,573A384P18A,GE-ELEC,,2016-04-27,
4421,71000280677,91000005529,"RECTIFIER, SEMICONDUCTOR DEVICE",HERS,ST,,,261017,,68A7267PXE,GE-ELEC,,2016-04-27,
4422,71000280701,91000005531,"TRANSFORMER, POTENTIAL",HERS,ST,,,39121001,,44B214554-G01,GE-ELEC,,2016-04-27,2022-11-01
4423,71000280727,91000005533,"BRUSH, ELECTRICAL CONTACT",HERS,ST,,,261017,,LFC-501,LORRAINE,,2016-04-27,
4424,71000280743,91000005534,"DETECTOR, BATCH INTERFACE",HERS,ST,,,46171613,,3S793YA122A1,GE-ELEC,,2016-04-27,
4425,71000280776,91000005536,REACTOR,HERS,ST,,,261017,,44B334760-G01,GE-ELEC,,2016-04-27,
4426,71000280784,91000005537,"RELAY, THERMAL",HERS,ST,,,391215,,44A337927-001,GE-ELEC,,2016-04-27,
4427,71000280800,91000005539,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,12HFA54C249,GE-ELEC,,2016-04-27,2022-11-01
4428,71000280818,91000005540,SWITCH ASSEMBLY,HERS,ST,,,40141607,,44A334235-001,GE-ELEC,,2016-04-27,
4429,71000280826,91000005541,"ARRESTER, ELECTRICAL SURGE",HERS,ST,,,39121601,,9RV6A228,GE-ELEC,,2016-04-27,
4430,71000280834,91000005542,"TRANSFORMER, POTENTIAL",HERS,ST,,,39121001,,44B334833-G01,GE-ELEC,,2016-04-27,2022-11-01
4431,71000280891,91000005545,"COIL, ELECTRICAL",HERS,ST,,,39121010,,F304007P1,GE-ELEC,,2016-04-27,
4432,71000280909,91000005546,"COIL, ELECTRICAL",HERS,ST,,,39121010,,F3040073P1,GE-ELEC,,2016-04-27,
4433,71000280917,91000005547,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,3GTR39,GE-ELEC,,2016-04-27,2022-11-01
4434,71000280925,91000005548,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,44A332146-001,GE-ELEC,,2016-04-27,2022-11-01
4435,71000281014,91000005553,"INDICATOR, ELECTRICAL POTENTIAL",HERS,ST,,,261017,,3S7932HA127G2,GE-ELEC,,2016-04-27,2022-11-04
4436,71000281097,91000005561,"COIL, ELECTRICAL",HERS,ST,,,39121010,,366A773G13,GE,,2016-04-27,
4437,71000281097,91000005562,"COIL, ELECTRICAL",HERS,ST,,,39121010,,366A773G13,GE-ELEC,,2016-04-27,
4438,71000281139,91000005566,REACTOR,HERS,ST,,,261017,,44B210645-001,GE-ELEC,,2016-04-27,
4439,71000281154,91000005568,REACTOR,HERS,ST,,,261017,,233B994G1,GE-ELEC,,2016-04-27,
4440,71000281204,91000005573,"TRANSFORMER, POTENTIAL",HERS,ST,,,39121001,,44B211558-G01,GE-ELEC,,2016-04-27,2022-11-01
4441,71000281220,91000005575,"RESISTOR, FIXED, COMPOSITION",HERS,ST,,,321216,,1C9033E5D96,GE-ELEC,,2016-04-27,2022-11-01
4442,71000281246,91000005577,"RESISTOR, FIXED, COMPOSITION",HERS,ST,,,321216,,1C9033A4D26,GE-ELEC,,2016-04-27,2022-11-01
4443,71000281378,91000005581,"BRUSH, ELECTRICAL CONTACT",HERS,ST,,,261017,,EG-34D,LORRAINE,,2016-04-27,
4444,71000281394,91000005582,"BRUSH, ELECTRICAL CONTACT",HERS,ST,,,261017,,150043-01,LORRAINE,,2016-04-27,
4445,71000281618,91000005583,"BRUSH, ELECTRICAL CONTACT",HERS,ST,,,261017,,EG-34D-25.6,LORRAINE,,2016-04-27,
4446,71000281626,91000005584,CIRCUIT CARD ASSEMBLY,HERS,ST,,,321015,,TQ-01/10A,STRUVER,,2016-04-27,
4447,71000281642,91000005586,"BASE, MAGNETIC",HERS,ST,,,261014,,13A1505MBM40,STRUVER,,2016-04-27,2022-10-07
4448,71000281675,91000005589,"BASE, MAGNETIC",HERS,ST,,,261014,,MBM-40,STRUVER,,2016-04-27,2022-10-07
4449,71000281717,91000005591,REACTOR,HERS,ST,,,261017,,BV-384-DR,STRUVER,,2016-04-27,
4450,71000281725,91000005592,"RECTIFIER, SEMICONDUCTOR DEVICE",HERS,ST,,,261017,,AVK-1041,STRUVER,,2016-04-27,
4451,71000281857,91000005603,"REGULATOR, VOLTAGE",HERS,ST,,,261017,,S4966-2/75498,STRUVER,,2016-04-27,
4452,71000281865,91000005604,SWITCH ASSEMBLY,HERS,ST,,,40141607,,DWG-ESP 2X4X10 B-1,STRUVER,,2016-04-27,
4453,71000281881,91000005606,"SEMICONDUCTOR DEVICE, THYRISTOR",HERS,ST,,,411157,,T14N1,STRUVER,,2016-04-27,
4454,71000281899,91000005607,"TRANSFORMER, CURRENT",HERS,ST,,,391210,,BV-578A,STRUVER,,2016-04-27,2022-11-01
4455,71000281923,91000005609,COUPLING,HERS,ST,,,311630,,DWG.ETT X M-1,STRUVER,,2016-04-27,
4456,71000281949,91000005611,VOLTMETER,HERS,ST,,,26111701,,DWG.EMV-14/250B G6,STRUVER,,2016-04-27,
4457,71000281964,91000005613,AMMETER,HERS,ST,,,41113601,,HB-ELIMA G-7,STRUVER,,2016-04-27,
4458,71000281998,91000005615,"REGULATOR, CURRENT",HERS,ST,,,261017,,328-6902,STRUVER,,2016-04-27,
4459,71000282004,91000005616,PUSH BUTTON,HERS,ST,,,39122216,,VDE0660,STRUVER,,2016-04-27,
4460,71000282012,91000005617,"RECTIFIER, SEMICONDUCTOR DEVICE",HERS,ST,,,261017,,R038,STRUVER,,2016-04-27,
4461,71000282038,91000005619,"RECTIFIER, SEMICONDUCTOR DEVICE",HERS,ST,,,261017,,R042,STRUVER,,2016-04-27,
4462,71000282046,91000005620,"RECTIFIER, SEMICONDUCTOR DEVICE",HERS,ST,,,261017,,R043,STRUVER,,2016-04-27,
4463,71000282053,91000005621,"RECTIFIER, SEMICONDUCTOR DEVICE",HERS,ST,,,261017,,R044,STRUVER,,2016-04-27,
4464,71000282079,91000005623,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,RM-16 (D-12),STRUVER,,2016-04-27,2022-11-01
4465,71000282087,91000005624,"RESISTOR, FIXED, COMPOSITION",HERS,ST,,,321216,,FZ330X35F (R-2),STRUVER,,2016-04-27,2022-11-01
4466,71000282095,91000005625,"TRANSFORMER, CURRENT",HERS,ST,,,391210,,M-55,STRUVER,,2016-04-27,2022-11-01
4467,71000282186,91000005632,"RELAY, THERMAL",HERS,ST,,,391215,,SZT-42SA-138,STRUVER,,2016-04-27,
4468,71000282194,91000005633,"RELAY, THERMAL",HERS,ST,,,391215,,SZT-42SA-138,SCHLEICH,,2016-04-27,
4469,71000282202,91000005634,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,SZT-42SA-138-10,SCHLEICH,,2016-04-27,2022-11-01
4470,71000282210,91000005635,PRINTED CIRCUIT BOARD,HERS,ST,,,321016,,VS229GB,SIEMENS,,2016-04-27,2022-11-01
4471,71000282228,91000005636,AMMETER,HERS,ST,,,41113601,,VDE 0-10 (G-26),STRUVER,,2016-04-27,
4472,71000282236,91000005637,AMMETER,HERS,ST,,,41113601,,MO1055E4370B/6 (G7),STRUVER,,2016-04-27,
4473,71000282251,91000005638,CIRCUIT BREAKER,HERS,ST,,,391215,,3VE4200-480A,STRUVER,,2016-04-27,2022-11-01
4474,71000282269,91000005639,CIRCUIT BREAKER,HERS,ST,,,391215,,3VE4200-760A,STRUVER,,2016-04-27,2022-11-01
4475,71000282285,91000005640,CIRCUIT BREAKER,HERS,ST,,,391215,,3NV6100,STRUVER,,2016-04-27,2022-11-01
4476,71000282293,91000005641,CIRCUIT BREAKER,HERS,ST,,,391215,,5SX2103-7,OMEGA,,2016-04-27,2022-11-01
4477,71000282327,91000005642,CIRCUIT BREAKER,HERS,ST,,,391215,,BBC-S211-K-20A (E-202),STRUVER,,2016-04-27,2022-11-01
4478,71000282350,91000005643,"CAPACITOR, FIXED, AIR DIELECTRIC",HERS,ST,,,321215,,K-216,STRUVER,,2016-04-27,
4479,71000282368,91000005644,"COUNTER, ELECTRICAL",HERS,ST,,,411165,,G-233,STRUVER,,2016-04-27,
4480,71000282392,91000005645,"DIAPHRAGM, PRESSURE SWITCH",HERS,ST,,,314118,,215.602 OD10-7/8,DEUTZ,,2016-04-27,2022-11-01
4481,71000282442,91000005648,"RECTIFIER, SEMICONDUCTOR DEVICE",HERS,ST,,,261017,,833-550 R-200,BEZEICHN,,2016-04-27,
4482,71000282459,91000005649,"RECTIFIER, SEMICONDUCTOR DEVICE",HERS,ST,,,261017,,833-551 R-201,BEZEICHN,,2016-04-27,
4483,71000282467,91000005650,"RECTIFIER, SEMICONDUCTOR DEVICE",HERS,ST,,,261017,,35-5042500,BEZEICHN,,2016-04-27,
4484,71000282475,91000005651,"REGULATOR, VOLTAGE",HERS,ST,,,261017,,37-5230511 R167,BEZEICHN,,2016-04-27,
4485,71000282509,91000005652,"RELAY, SOLID STATE",HERS,ST,,,391215,,D-220,DEUTZ,,2016-04-27,
4486,71000282517,91000005653,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,D-227,DEUTZ,,2016-04-27,2022-11-01
4487,71000282533,91000005654,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,LSG/L11,AEG,,2016-04-27,2022-11-01
4488,71000282533,91000005655,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,221-224,DEUTZ,,2016-04-27,2022-11-01
4489,71000282541,91000005656,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,D-226-302,DEUTZ,,2016-04-27,2022-11-01
4490,71000282558,91000005657,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,D-228-236,DEUTZ,,2016-04-27,2022-11-01
4491,71000282590,91000005658,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,E-49,DEUTZ,,2016-04-27,2022-11-01
4492,71000282590,91000005659,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,Q-FRZ-60,STRUVER,,2016-04-27,2022-11-01
4493,71000282657,91000005660,SWITCH,HERS,ST,,,26121603,,C10 0660-1/BS5419,KRAUS,,2016-04-27,
4494,71000282665,91000005661,SWITCH,HERS,ST,,,26121603,,B-40,DEUTZ,,2016-04-27,
4495,71000282665,91000005662,SWITCH,HERS,ST,,,26121603,,C10-B271 12A,KRAUS,,2016-04-27,
4496,71000282681,91000005664,"TRANSFORMER, POTENTIAL",HERS,ST,,,39121001,,WKB R158-2/DKB R158,BEZEICHN,,2016-04-27,2022-11-01
4497,71000282699,91000005665,"TRANSFORMER, POTENTIAL",HERS,ST,,,39121001,,HTB NT 782909,DEUTZ,,2016-04-27,2022-11-01
4498,71000282707,91000005666,"TRANSFORMER, POTENTIAL",HERS,ST,,,39121001,,HTB 783014,DEUTZ,,2016-04-27,2022-11-01
4499,71000282723,91000005668,TRANSISTOR,HERS,ST,,,321116,,35-1008-500,BEZEICHN,,2016-04-27,
4500,71000282731,91000005669,"HEATER, THERMAL RELEASE",HERS,ST,,,401018,,SRS-25 5A,DEUTZ,,2016-04-27,
4501,71000282764,91000005671,VOLTMETER,HERS,ST,,,26111701,,VDE-0-40,STRUVER,,2016-04-27,
4502,71000282772,91000005672,PRINTED CIRCUIT BOARD,HERS,ST,,,321016,,37-4126-510,STRUVER,,2016-04-27,2022-11-01
4503,71000282798,91000005673,"CAPACITOR, FIXED, AIR DIELECTRIC",HERS,ST,,,321215,,107-0166,STRUVER,,2016-04-27,
4504,71000282806,91000005674,"SEMICONDUCTOR DEVICE, DIODE",HERS,ST,,,321115,,372-3100 AVK,STRUVER,,2016-04-27,
4505,71000282814,91000005675,"SEMICONDUCTOR DEVICE, DIODE",HERS,ST,,,321115,,372-3101 AVK,STRUVER,,2016-04-27,
4506,71000282822,91000005676,"ELECTRONIC MODULE, STANDARDIZED",HERS,ST,,,321517,,376-0219,STRUVER,,2016-04-27,
4507,71000282848,91000005678,"REGULATOR, VOLTAGE",HERS,ST,,,261017,,AVK-207,STRUVER,,2016-04-27,
4508,71000282855,91000005679,RHEOSTAT,HERS,ST,,,39122315,,372-3194,STRUVER,,2016-04-27,
4509,71000282863,91000005680,"ARRESTER, ELECTRICAL SURGE",HERS,ST,,,39121601,,U150-450,AEG,,2016-04-27,
4510,71000282863,91000005681,"ARRESTER, ELECTRICAL SURGE",HERS,ST,,,39121601,,372-3136,STRUVER,,2016-04-27,
4511,71000282871,91000005682,TRANSISTOR,HERS,ST,,,321116,,H-2N3442-8227,MOTOROLA,,2016-04-27,
4512,71000282871,91000005683,TRANSISTOR,HERS,ST,,,321116,,372-3034,STRUVER,,2016-04-27,
4513,71000282889,91000005684,AMMETER,HERS,ST,,,41113601,,FM90 ME96,STRUVER,,2016-04-27,
4514,71000282947,91000005687,"RELAY, THERMAL",HERS,ST,,,391215,,RH-111/LB-9503,MERLIN-G,,2016-04-27,
4515,71000282954,91000005688,"RELAY, THERMAL",HERS,ST,,,391215,,BA-72YOAAA,SCHLUMBE,,2016-04-27,
4516,71000282970,91000005690,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,BC-ET72Y0AAA D-9,SCHLUMBE,,2016-04-27,2022-11-01
4517,71000282988,91000005691,"ELECTRONIC MODULE, STANDARDIZED",HERS,ST,,,321517,,11265-3520,SCHLUMBE,,2016-04-27,
4518,71000283010,91000005695,VOLTMETER,HERS,ST,,,26111701,,A90 NE96,SCHLUMBE,,2016-04-27,
4519,71000283028,91000005696,CIRCUIT BREAKER,HERS,ST,,,391215,,S201S*1*3A*380V,SCHLUMBE,,2016-04-27,2022-11-01
4520,71000283036,91000005697,CIRCUIT BREAKER,HERS,ST,,,391215,,S201S*1*25A*380V,SCHLUMBE,,2016-04-27,2022-11-01
4521,71000283077,91000005699,"COIL, ELECTRICAL",HERS,ST,,,39121010,,AB-84AB86,ALLEN-BR,,2016-04-27,
4522,71000283085,91000005700,"COIL, ELECTRICAL",HERS,ST,,,39121010,,77D155,EURODIES,,2016-04-27,
4523,71000283101,91000005701,"GOVERNOR, MOTOR",HERS,ST,,,261017,,WK-9208-MDT,EURODIES,,2016-04-27,
4524,71000283119,91000005702,"INDICATOR, SIGHT, LIQUID",HERS,ST,,,411165,,VDO-310,EURODIES,,2016-04-27,
4525,71000283127,91000005703,TACHOMETER,HERS,ST,,,241016,,337/831/1/1,EURODIES,,2016-04-27,
4526,71000283135,91000005704,PUSH BUTTON,HERS,ST,,,39122216,,099-E1ER,REDON,,2016-04-27,
4527,71000283150,91000005706,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,3VA1-OR,ALLEN-BR,,2016-04-27,2022-11-01
4528,71000283176,91000005707,"SWITCH, ROTARY",HERS,ST,,,261017,,C14-004,ALLEN-BR,,2016-04-27,
4529,71000283184,91000005708,"SWITCH, ROTARY",HERS,ST,,,261017,,C179A-G488,ALLEN-BR,,2016-04-27,
4530,71000283192,91000005709,TACHOMETER,HERS,ST,,,241016,,340-808/1-2/8-76,ALLEN-BR,,2016-04-27,
4531,71000283226,91000005710,AMMETER,HERS,ST,,,41113601,,R096E,ALLEN-BR,,2016-04-27,
4532,71000283242,91000005712,"TRANSFORMER, POWER",HERS,ST,,,39121001,,100-15,SACE,,2016-04-27,
4533,71000283259,91000005713,CIRCUIT BREAKER,HERS,ST,,,391215,,R63A,SACE,,2016-04-27,2022-11-01
4534,71000283267,91000005714,CIRCUIT BREAKER,HERS,ST,,,441030,,R125A,SACE,,2016-04-27,2022-11-01
4535,71000283275,91000005715,CIRCUIT BREAKER,HERS,ST,,,441030,,R-160,SACE,,2016-04-27,2022-11-01
4536,71000283283,91000005716,"TRANSFORMER, CURRENT",HERS,ST,,,391210,,05TAT2,SACE,,2016-04-27,2022-11-01
4537,71000283291,91000005717,"TRANSFORMER, CURRENT",HERS,ST,,,391210,,TAT2,SACE,,2016-04-27,2022-11-01
4538,71000283309,91000005718,"COIL, ELECTRICAL",HERS,SET,,,39121010,,AK355M12-250HP,SACE,,2016-04-27,
4539,71000283325,91000005719,"COIL, ELECTRICAL",HERS,SET,,,39121010,,41MA8866,SACE,,2016-04-27,
4540,71000283341,91000005720,"COIL, ELECTRICAL",HERS,SET,,,39121010,,41MA18109 225HP,SACE,,2016-04-27,
4541,71000283432,91000005722,"SEMICONDUCTOR DEVICE, DIODE",HERS,ST,,,321115,,M-2977802-1,SACE,,2016-04-27,
4542,71000283507,91000005727,"RESISTOR, FIXED, COMPOSITION",HERS,ST,,,321216,,GP12-10,ADELET,,2016-04-27,2022-11-01
4543,71000283572,91000005731,"SEMICONDUCTOR DEVICE, THYRISTOR",HERS,ST,,,411157,,Y-2977889-7,ADELET,,2016-04-27,
4544,71000283721,91000005733,"COIL, ELECTRICAL",HERS,SET,,,39121010,,ANOD-42496-1,ALLIS-CH,,2016-04-27,
4545,71000283739,91000005734,"COIL, ELECTRICAL",HERS,SET,,,39121010,,FOD-5110-63518-1,ALLIS-CH,,2016-04-27,
4546,71000283754,91000005737,BEARING,HERS,ST,,,311715,,CY125REAR,APV-OSBO,,2016-04-27,
4547,71000283754,91000005738,BEARING,HERS,ST,,,311715,,DWG-CG-2015A/ITEM30,APV-OSBO,,2016-04-27,
4548,71000283796,91000005739,BEARING,HERS,ST,,,311715,,VOIGT 2020-39491-B11,APV-OSBO,,2016-04-27,
4549,71000283820,91000005740,"HOUSING, BEARING UNIT",HERS,ST,,,31171519,,3030700,FLEYGT,,2016-04-27,
4550,71000283838,91000005741,"HOUSING, BEARING UNIT",HERS,ST,,,31171519,,3032200,FLEYGT,,2016-04-27,
4551,71000283846,91000005742,COVER,HERS,ST,,,312615,,3030400,FLEYGT,,2016-04-27,
4552,71000283853,91000005743,COVER,HERS,ST,,,312615,,4013800,FLEYGT,,2016-04-27,
4553,71000283861,91000005744,"HOUSING, BEARING UNIT",HERS,ST,,,31171519,,3030600,FLEYGT,,2016-04-27,2022-10-03
4554,71000283895,91000005745,"STATOR, MOTOR",HERS,ST,,,261017,,3035937,FLEYGT,,2016-04-27,
4555,71000283903,91000005746,"HOUSING, BEARING UNIT",HERS,ST,,,31171519,,3088400,FLEYGT,,2016-04-27,
4556,71000283911,91000005747,"BEARING, SLEEVE",HERS,ST,,,311715,,3090001,FLEYGT,,2016-04-27,
4557,71000283929,91000005748,"HOUSING, BEARING UNIT",HERS,ST,,,31171519,,3090101,FLEYGT,,2016-04-27,
4558,71000283937,91000005749,"CABLE ASSEMBLY, SPECIAL PURPOSE, ELECT.",HERS,ST,,,261216,,3947704-7,FLEYGT,,2016-04-27,
4559,71000283945,91000005750,"COVER, JUNCTION BOX",HERS,ST,,,39121304,,3088500,FLEYGT,,2016-04-27,
4560,71000283978,91000005751,"COIL, ELECTRICAL",HERS,SET,,,39121010,,CT355X2,FLEYGT,,2016-04-27,
4561,71000283986,91000005752,"COIL, ELECTRICAL",HERS,SET,,,39121010,,MF500L,ASEA,,2016-04-27,
4562,71000283994,91000005753,PRINTED CIRCUIT BOARD,HERS,ST,,,321016,,SE-50E52116/01,SACE-ABB,,2016-04-27,2022-11-01
4563,71000284000,91000005754,PRINTED CIRCUIT BOARD,HERS,ST,,,321016,,SE-IN/UER402260/01,SACE-ABB,,2016-04-27,2022-11-01
4564,71000284018,91000005755,PRINTED CIRCUIT BOARD,HERS,ST,,,321016,,SE-OT/UER402261/01,SACE-ABB,,2016-04-27,2022-11-01
4565,71000284026,91000005756,PRINTED CIRCUIT BOARD,HERS,ST,,,321016,,SE-PQ/UER402262/01,SACE-ABB,,2016-04-27,2022-11-01
4566,71000284034,91000005757,PRINTED CIRCUIT BOARD,HERS,ST,,,321016,,SE-CBT/UER402266/2,SACE-ABB,,2016-04-27,2022-11-01
4567,71000284042,91000005758,PRINTED CIRCUIT BOARD,HERS,ST,,,321016,,SE-CV/UER402270/01,SACE-ABB,,2016-04-27,2022-11-01
4568,71000284059,91000005759,PRINTED CIRCUIT BOARD,HERS,ST,,,321016,,SE-AS/UER402271/02,SACE-ABB,,2016-04-27,2022-11-01
4569,71000284067,91000005760,PRINTED CIRCUIT BOARD,HERS,ST,,,321016,,SE-AVV/UER402276/1,SACE-ABB,,2016-04-27,2022-11-01
4570,71000284075,91000005761,PRINTED CIRCUIT BOARD,HERS,ST,,,321016,,SE-ALM/UER402277/1,SACE-ABB,,2016-04-27,2022-11-01
4571,71000284083,91000005762,PRINTED CIRCUIT BOARD,HERS,ST,,,321016,,UER402254,SACE-ABB,,2016-04-27,2022-11-01
4572,71000284091,91000005763,"CONTACT ASSEMBLY, ELECTRICAL",HERS,ST,,,4323,,DIL 00A M-G-10,SACE-ABB,,2016-04-27,
4573,71000284109,91000005764,"TRANSFORMER, CURRENT",HERS,ST,,,391210,,AC/DC 110,SACE-ABB,,2016-04-27,2022-11-01
4574,71000284117,91000005765,"SEMICONDUCTOR DEVICE, DIODE",HERS,SET,,,321115,,DSA705-20A,SACE-ABB,,2016-04-27,
4575,71000284133,91000005766,SEAL SET,HERS,SET,,,261017,,UM300111P0005/8,SACE-ABB,,2016-04-27,
4576,71000284158,91000005768,POWER SUPPLY,HERS,ST,,,39121004,,110CEM70T24,SACE-ABB,,2016-04-27,
4577,71000284158,91000005769,POWER SUPPLY,HERS,ST,,,39121004,,4321239-001RO,SACE-ABB,,2016-04-27,
4578,71000284166,91000005770,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,B32M65/3,SACE-ABB,,2016-04-27,2022-11-01
4579,71000284174,91000005771,"RELAY, ELECTROMAGNETIC",HERS,ST,,,391223,,B3QM65/3,SACE-ABB,,2016-04-27,2022-11-01
